tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-04-23,China,Hong Kong,,2,0,1035,4
2020-04-23,China,Macau,,0,0,45,0
2020-04-23,China,Shanxi,,0,0,197,0
2020-04-23,China,Tianjin,,0,0,189,3
2020-04-23,Taiwan,,,1,0,427,6
2020-04-23,United States,New York,Albany,47,1,805,31
2020-04-23,United States,New York,Allegany,1,0,31,2
2020-04-23,United States,New York,Broome,8,2,232,17
2020-04-23,United States,New York,Cattaraugus,2,0,39,0
2020-04-23,United States,New York,Cayuga,2,0,39,1
2020-04-23,United States,New York,Chautauqua,1,0,27,3
2020-04-23,United States,New York,Chemung,3,0,79,1
2020-04-23,United States,New York,Chenango,2,0,84,0
2020-04-23,United States,New York,Clinton,1,0,53,4
2020-04-23,United States,New York,Columbia,6,0,129,13
2020-04-23,United States,New York,Cortland,0,0,25,0
2020-04-23,United States,New York,Delaware,1,0,51,4
2020-04-23,United States,New York,Dutchess,57,0,2517,35
2020-04-23,United States,New York,Erie,153,10,2603,198
2020-04-23,United States,New York,Essex,0,0,22,0
2020-04-23,United States,New York,Franklin,0,0,13,0
2020-04-23,United States,New York,Fulton,1,0,29,0
2020-04-23,United States,New York,Genesee,1,0,127,3
2020-04-23,United States,New York,Greene,1,5,90,5
2020-04-23,United States,New York,Hamilton,0,0,3,0
2020-04-23,United States,New York,Herkimer,2,0,56,3
2020-04-23,United States,New York,Jefferson,2,0,58,0
2020-04-23,United States,New York,Lewis,0,0,9,0
2020-04-23,United States,New York,Livingston,3,0,44,5
2020-04-23,United States,New York,Madison,0,0,106,5
2020-04-23,United States,New York,Monroe,47,5,1199,96
2020-04-23,United States,New York,Montgomery,0,0,39,1
2020-04-23,United States,New York,Nassau,641,47,32765,1518
2020-04-23,United States,New York,Niagara,37,3,332,21
2020-04-23,United States,New York,Oneida,6,0,323,11
2020-04-23,United States,New York,Onondaga,39,2,639,25
2020-04-23,United States,New York,Ontario,0,9,73,9
2020-04-23,United States,New York,Orange,339,6,7155,274
2020-04-23,United States,New York,Orleans,1,2,60,7
2020-04-23,United States,New York,Oswego,2,0,51,2
2020-04-23,United States,New York,Otsego,0,0,50,4
2020-04-23,United States,New York,Putnam,4,0,619,7
2020-04-23,United States,New York,Rensselaer,7,1,198,11
2020-04-23,United States,New York,Rockland,263,7,10091,369
2020-04-23,United States,New York,Saratoga,13,4,278,11
2020-04-23,United States,New York,Schenectady,9,0,297,15
2020-04-23,United States,New York,Schoharie,0,0,21,0
2020-04-23,United States,New York,Schuyler,0,0,7,0
2020-04-23,United States,New York,Seneca,0,0,18,0
2020-04-23,United States,New York,St. Lawrence,5,0,144,0
2020-04-23,United States,New York,Steuben,0,0,171,33
2020-04-23,United States,New York,Suffolk,1039,34,30606,993
2020-04-23,United States,New York,Sullivan,48,0,628,17
2020-04-23,United States,New York,Tioga,0,1,40,5
2020-04-23,United States,New York,Tompkins,2,0,121,0
2020-04-23,United States,New York,Ulster,34,2,976,23
2020-04-23,United States,New York,Warren,3,0,122,0
2020-04-23,United States,New York,Washington,3,0,83,2
2020-04-23,United States,New York,Wayne,0,0,53,0
2020-04-23,United States,New York,Westchester,674,28,26633,891
2020-04-23,United States,New York,Wyoming,2,1,43,5
2020-04-23,United States,New York,Yates,0,0,11,1
2020-04-23,United States,Washington,Adams,1,0,45,0
2020-04-23,United States,Washington,Asotin,2,0,16,1
2020-04-23,United States,Washington,Benton,27,1,365,38
2020-04-23,United States,Washington,Chelan,0,0,88,5
2020-04-23,United States,Washington,Clallam,0,0,14,0
2020-04-23,United States,Washington,Clark,-22,2,291,19
2020-04-23,United States,Washington,Columbia,0,0,1,0
2020-04-23,United States,Washington,Cowlitz,1,0,35,0
2020-04-23,United States,Washington,Douglas,2,0,63,1
2020-04-23,United States,Washington,Ferry,0,0,1,0
2020-04-23,United States,Washington,Franklin,26,0,233,5
2020-04-23,United States,Washington,Garfield,0,0,0,0
2020-04-23,United States,Washington,Grant,-1,0,146,2
2020-04-23,United States,Washington,Grays Harbor,0,0,12,0
2020-04-23,United States,Washington,Island,-8,0,160,8
2020-04-23,United States,Washington,Jefferson,0,0,28,0
2020-04-23,United States,Washington,King,153,5,5532,410
2020-04-23,United States,Washington,Kitsap,3,0,144,2
2020-04-23,United States,Washington,Kittitas,0,0,14,0
2020-04-23,United States,Washington,Klickitat,0,0,16,2
2020-04-23,United States,Washington,Lewis,1,0,22,3
2020-04-23,United States,Washington,Lincoln,0,0,2,0
2020-04-23,United States,Washington,Mason,0,0,22,0
2020-04-23,United States,Washington,Okanogan,2,0,16,1
2020-04-23,United States,Washington,Pacific,1,0,4,0
2020-04-23,United States,Washington,Pend Oreille,0,0,2,0
2020-04-23,United States,Washington,Pierce,-44,2,1192,49
2020-04-23,United States,Washington,San Juan,-1,0,14,0
2020-04-23,United States,Washington,Skagit,25,0,280,9
2020-04-23,United States,Washington,Skamania,0,0,3,0
2020-04-23,United States,Washington,Snohomish,7,1,2216,102
2020-04-23,United States,Washington,Spokane,3,0,320,19
2020-04-23,United States,Washington,Stevens,1,0,9,1
2020-04-23,United States,Washington,Thurston,2,0,96,1
2020-04-23,United States,Washington,Unassigned,-25,0,134,0
2020-04-23,United States,Washington,Wahkiakum,0,0,2,0
2020-04-23,United States,Washington,Walla Walla,7,0,41,0
2020-04-23,United States,Washington,Whatcom,1,0,282,26
2020-04-23,United States,Washington,Whitman,0,0,13,0
2020-04-23,United States,Washington,Yakima,-7,2,879,43
