tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-17,Australia,New South Wales,,39,2,210,4
2020-03-17,Australia,Queensland,,10,0,78,0
2020-03-17,Australia,Victoria,,23,0,94,0
2020-03-17,Australia,Western Australia,,3,0,31,1
2020-03-17,Austria,,,314,0,1332,3
2020-03-17,Belgium,,,185,5,1243,10
2020-03-17,Canada,Alberta,,18,0,74,0
2020-03-17,Canada,Grand Princess,,6,0,8,0
2020-03-17,Canada,Manitoba,,1,0,8,0
2020-03-17,Canada,New Brunswick,,2,0,8,0
2020-03-17,Canada,Newfoundland and Labrador,,2,0,3,0
2020-03-17,Canada,Nova Scotia,,2,0,7,0
2020-03-17,Canada,Ontario,,8,1,185,1
2020-03-17,Canada,Quebec,,43,1,128,1
2020-03-17,Chile,,,46,0,201,0
2020-03-17,China,Beijing,,4,0,456,8
2020-03-17,China,Guangdong,,3,0,1364,8
2020-03-17,China,Guangxi,,1,0,253,2
2020-03-17,China,Guizhou,,1,0,147,2
2020-03-17,China,Heilongjiang,,0,0,482,13
2020-03-17,China,Hong Kong,,7,0,162,4
2020-03-17,China,Hubei,,1,12,67799,3111
2020-03-17,China,Liaoning,,0,0,125,1
2020-03-17,China,Macau,,1,0,12,0
2020-03-17,China,Shaanxi,,1,1,246,3
2020-03-17,China,Shandong,,1,0,761,7
2020-03-17,China,Shanghai,,3,0,358,3
2020-03-17,China,Sichuan,,1,0,540,3
2020-03-17,China,Unknown,,0,0,0,0
2020-03-17,China,Zhejiang,,1,0,1232,1
2020-03-17,Colombia,,,11,0,65,0
2020-03-17,Costa Rica,,,6,0,41,0
2020-03-17,Czechia,,,98,0,396,0
2020-03-17,Denmark,Denmark,,63,1,977,4
2020-03-17,Denmark,Faroe Islands,,29,0,47,0
2020-03-17,Estonia,,,20,0,225,0
2020-03-17,Finland,,,44,0,321,0
2020-03-17,France,France,,1019,0,7652,148
2020-03-17,France,French Guiana,,2,0,7,0
2020-03-17,France,Guadeloupe,,3,0,6,0
2020-03-17,France,Reunion,,0,0,9,0
2020-03-17,Germany,,,1985,7,9257,24
2020-03-17,Greece,,,56,1,387,5
2020-03-17,Hungary,,,11,0,50,1
2020-03-17,Iceland,,,40,1,220,1
2020-03-17,Ireland,,,54,0,223,2
2020-03-17,Israel,,,94,0,382,0
2020-03-17,Italy,,,3526,345,31506,2503
2020-03-17,Japan,,,53,2,878,29
2020-03-17,Latvia,,,15,0,49,0
2020-03-17,Lithuania,,,7,0,19,0
2020-03-17,Luxembourg,,,63,0,140,1
2020-03-17,Mexico,,,29,0,82,0
2020-03-17,Netherlands,Curacao,,2,0,3,0
2020-03-17,Netherlands,Netherlands,,292,19,1705,43
2020-03-17,New Zealand,,,4,0,12,0
2020-03-17,New Zealand,Cook Islands,,0,0,0,0
2020-03-17,Norway,,,130,0,1463,3
2020-03-17,Poland,,,61,1,238,5
2020-03-17,Portugal,,,117,1,448,1
2020-03-17,Slovakia,,,9,0,72,0
2020-03-17,Slovenia,,,22,0,275,1
2020-03-17,South Korea,,,84,6,8320,81
2020-03-17,Spain,,,1806,191,11748,533
2020-03-17,Sweden,,,87,1,1190,7
2020-03-17,Switzerland,,,500,13,2700,27
2020-03-17,Taiwan,,,10,0,77,1
2020-03-17,Turkey,,,29,1,47,1
2020-03-17,United Kingdom,Gibraltar,,2,0,3,0
2020-03-17,United Kingdom,United Kingdom,,407,0,1950,55
2020-03-17,United States,Alabama,,10,0,39,0
2020-03-17,United States,Alaska,,2,0,3,0
2020-03-17,United States,Arizona,,2,0,20,0
2020-03-17,United States,California,,141,5,698,12
2020-03-17,United States,Colorado,,0,1,160,2
2020-03-17,United States,Connecticut,,38,0,68,0
2020-03-17,United States,Delaware,,8,0,16,0
2020-03-17,United States,Florida,,61,1,216,6
2020-03-17,United States,Georgia,,25,0,146,1
2020-03-17,United States,Grand Princess,,1,0,21,0
2020-03-17,United States,Hawaii,,3,0,10,0
2020-03-17,United States,Idaho,,3,0,8,0
2020-03-17,United States,Illinois,,56,1,161,1
2020-03-17,United States,Indiana,,5,1,30,2
2020-03-17,United States,Kansas,,7,0,18,1
2020-03-17,United States,Kentucky,,5,0,26,1
2020-03-17,United States,Louisiana,,60,1,196,4
2020-03-17,United States,Maine,,15,0,32,0
2020-03-17,United States,Maryland,,19,0,60,0
2020-03-17,United States,Massachusetts,,21,0,218,0
2020-03-17,United States,Michigan,,12,0,65,0
2020-03-17,United States,Minnesota,,6,0,60,0
2020-03-17,United States,Mississippi,,8,0,21,0
2020-03-17,United States,Missouri,,5,0,11,0
2020-03-17,United States,Montana,,2,0,9,0
2020-03-17,United States,Nebraska,,3,0,21,0
2020-03-17,United States,Nevada,,11,0,56,1
2020-03-17,United States,New Hampshire,,9,0,26,0
2020-03-17,United States,New Jersey,,89,1,267,3
2020-03-17,United States,New Mexico,,6,0,23,0
2020-03-17,United States,New York,,739,3,1706,13
2020-03-17,United States,North Carolina,,26,0,64,0
2020-03-17,United States,North Dakota,,2,0,3,0
2020-03-17,United States,Ohio,,17,0,67,0
2020-03-17,United States,Oklahoma,,9,0,19,0
2020-03-17,United States,Oregon,,27,0,66,1
2020-03-17,United States,Pennsylvania,,35,0,112,0
2020-03-17,United States,Rhode Island,,2,0,23,0
2020-03-17,United States,South Carolina,,14,0,47,1
2020-03-17,United States,South Dakota,,1,0,11,1
2020-03-17,United States,Tennessee,,22,0,74,0
2020-03-17,United States,Texas,,25,1,110,1
2020-03-17,United States,Utah,,12,0,51,0
2020-03-17,United States,Virgin Islands,,1,0,2,0
2020-03-17,United States,Virginia,,18,1,67,2
2020-03-17,United States,Washington,,172,7,1076,55
2020-03-17,United States,West Virginia,,0,0,1,0
2020-03-17,United States,Wisconsin,,25,0,72,0
2020-03-17,United States,Wyoming,,8,0,11,0
