tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-08,Australia,New South Wales,,10,2,38,3
2020-03-08,Australia,Queensland,,2,0,15,0
2020-03-08,Australia,Tasmania,,0,0,2,0
2020-03-08,Austria,,,25,0,104,0
2020-03-08,Belgium,,,31,0,200,0
2020-03-08,Canada,British Columbia,,6,0,27,0
2020-03-08,Canada,Edmonton Alberta,,2,0,3,0
2020-03-08,Canada,Montreal QC,,1,0,14,0
2020-03-08,Canada,Toronto ON,,1,0,28,0
2020-03-08,Chile,,,4,0,8,0
2020-03-08,China,Anhui,,0,0,990,6
2020-03-08,China,Beijing,,2,0,428,8
2020-03-08,China,Chongqing,,0,0,576,6
2020-03-08,China,Gansu,,4,0,124,2
2020-03-08,China,Guangdong,,0,0,1352,7
2020-03-08,China,Guangxi,,0,0,252,2
2020-03-08,China,Guizhou,,0,0,146,2
2020-03-08,China,Hainan,,0,0,168,6
2020-03-08,China,Heilongjiang,,0,0,481,13
2020-03-08,China,Henan,,0,0,1272,22
2020-03-08,China,Hubei,,41,27,67707,2986
2020-03-08,China,Hunan,,0,0,1018,4
2020-03-08,China,Inner Mongolia,,0,0,75,1
2020-03-08,China,Jiangsu,,0,0,631,0
2020-03-08,China,Jiangxi,,0,0,935,1
2020-03-08,China,Liaoning,,0,0,125,1
2020-03-08,China,Shaanxi,,0,0,245,1
2020-03-08,China,Shandong,,0,0,758,6
2020-03-08,China,Shanghai,,0,0,342,3
2020-03-08,China,Sichuan,,0,0,539,3
2020-03-08,China,Unknown,,0,0,0,0
2020-03-08,China,Xinjiang,,0,0,76,3
2020-03-08,China,Zhejiang,,0,0,1215,1
2020-03-08,Costa Rica,,,4,0,5,0
2020-03-08,Denmark,,,12,0,35,0
2020-03-08,Finland,,,8,0,23,0
2020-03-08,France,,,177,3,1115,19
2020-03-08,Germany,,,241,0,1040,0
2020-03-08,Greece,,,27,0,73,0
2020-03-08,Hungary,,,3,0,7,0
2020-03-08,Ireland,,,1,0,19,0
2020-03-08,Israel,,,13,0,38,0
2020-03-08,Italy,,,1492,133,7375,366
2020-03-08,Japan,,,41,0,502,6
