tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-06,Australia,New South Wales,,4,0,26,1
2020-03-06,Australia,Northern Territory,,-1,0,0,0
2020-03-06,Australia,South Australia,,2,0,7,0
2020-03-06,Austria,,,14,0,55,0
2020-03-06,Belgium,,,59,0,109,0
2020-03-06,Canada,British Columbia,,8,0,21,0
2020-03-06,Canada,Calgary Alberta,,0,0,1,0
2020-03-06,Canada,Toronto ON,,3,0,24,0
2020-03-06,China,Anhui,,0,0,990,6
2020-03-06,China,Beijing,,4,0,422,8
2020-03-06,China,Chongqing,,0,0,576,6
2020-03-06,China,Fujian,,0,0,296,1
2020-03-06,China,Gansu,,17,0,119,2
2020-03-06,China,Guangdong,,1,0,1352,7
2020-03-06,China,Guangxi,,0,0,252,2
2020-03-06,China,Hebei,,0,0,318,6
2020-03-06,China,Heilongjiang,,0,0,481,13
2020-03-06,China,Henan,,0,0,1272,22
2020-03-06,China,Hubei,,126,29,67592,2931
2020-03-06,China,Hunan,,0,0,1018,4
2020-03-06,China,Jiangsu,,0,0,631,0
2020-03-06,China,Jiangxi,,0,0,935,1
2020-03-06,China,Jilin,,0,0,93,1
2020-03-06,China,Ningxia,,0,0,75,0
2020-03-06,China,Shaanxi,,0,0,245,1
2020-03-06,China,Shandong,,0,0,758,6
2020-03-06,China,Shanghai,,3,0,342,3
2020-03-06,China,Sichuan,,0,0,539,3
2020-03-06,China,Unknown,,0,0,0,0
2020-03-06,China,Xinjiang,,0,0,76,3
2020-03-06,China,Yunnan,,0,0,174,2
2020-03-06,China,Zhejiang,,0,0,1215,1
2020-03-06,Colombia,,,0,0,1,0
2020-03-06,Costa Rica,,,0,0,1,0
2020-03-06,Denmark,,,13,0,23,0
2020-03-06,Estonia,,,7,0,10,0
2020-03-06,Finland,,,3,0,15,0
2020-03-06,France,,,190,2,613,9
2020-03-06,Germany,,,188,0,670,0
2020-03-06,Greece,,,14,0,45,0
2020-03-06,Iceland,,,9,0,43,0
2020-03-06,Ireland,,,12,0,18,0
2020-03-06,Israel,,,8,0,25,0
2020-03-06,Italy,,,778,49,4636,197
2020-03-06,Japan,,,60,0,420,6
2020-03-06,Luxembourg,,,1,0,2,0
2020-03-06,Mexico,,,1,0,6,0
2020-03-06,Netherlands,,,46,1,128,1
2020-03-06,New Zealand,,,1,0,4,0
2020-03-06,New Zealand,Cook Islands,,0,0,0,0
2020-03-06,Norway,,,21,0,108,0
2020-03-06,Poland,,,4,0,5,0
2020-03-06,Portugal,,,5,0,13,0
2020-03-06,Slovakia,,,0,0,1,0
2020-03-06,Slovenia,,,5,0,7,0
2020-03-06,South Korea,,,505,7,6593,42
2020-03-06,Spain,,,141,2,400,5
2020-03-06,Sweden,,,7,0,101,0
2020-03-06,Switzerland,,,100,0,214,1
2020-03-06,Taiwan,Taiwan,,1,0,45,1
2020-03-06,United States,Chatham County NC,,0,0,1,0
2020-03-06,United States,Contra Costa County CA,,2,0,3,0
2020-03-06,United States,Delaware County PA,,0,0,1,0
2020-03-06,United States,Denver County CO,,0,0,2,0
2020-03-06,United States,Douglas County NE,,0,0,1,0
2020-03-06,United States,Fayette County KY,,0,0,1,0
2020-03-06,United States,Floyd County GA,,0,0,1,0
2020-03-06,United States,Harris County TX,,1,0,3,0
2020-03-06,United States,King County WA,,7,2,58,12
2020-03-06,United States,Los Angeles CA,,2,0,13,0
2020-03-06,United States,Maricopa County AZ,,1,0,2,0
2020-03-06,United States,Marion County IN,,0,0,1,0
2020-03-06,United States,Middlesex County MA,,0,0,1,0
2020-03-06,United States,Montgomery County MD,,0,0,3,0
2020-03-06,United States,Nassau County NY,,0,0,1,0
2020-03-06,United States,New York County NY,,0,0,16,0
2020-03-06,United States,Norfolk County MA,,1,0,2,0
2020-03-06,United States,Norwell County MA,,0,0,1,0
2020-03-06,United States,Placer County CA,,3,0,5,1
2020-03-06,United States,Ramsey County MN,,0,0,1,0
2020-03-06,United States,Snohomish County WA,,1,0,19,1
2020-03-06,United States,Suffolk County MA,,0,0,3,0
2020-03-06,United States,Summit County CO,,0,0,2,0
2020-03-06,United States,Unassigned Location WA,,0,0,5,0
2020-03-06,United States,Washoe County NV,,0,0,1,0
2020-03-06,United States,Wayne County PA,,0,0,1,0
2020-03-06,United States,Westchester County NY,,1,0,19,0
2020-03-06,United States,Yolo County CA,,0,0,1,0
