tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-02,Australia,Queensland,,-1,0,2,0
2020-02-02,Australia,South Australia,,1,0,2,0
2020-02-02,China,Anhui,,43,0,340,0
2020-02-02,China,Beijing,,23,0,191,1
2020-02-02,China,Chongqing,,53,1,300,2
2020-02-02,China,Fujian,,15,0,159,0
2020-02-02,China,Gansu,,11,0,51,0
2020-02-02,China,Guangdong,,97,0,632,0
2020-02-02,China,Guangxi,,11,0,111,0
2020-02-02,China,Guizhou,,9,0,38,0
2020-02-02,China,Hainan,,2,0,64,1
2020-02-02,China,Hebei,,8,0,104,1
2020-02-02,China,Heilongjiang,,15,0,95,2
2020-02-02,China,Henan,,71,0,493,2
2020-02-02,China,Hubei,,4024,101,11177,350
2020-02-02,China,Hunan,,74,0,463,0
2020-02-02,China,Inner Mongolia,,4,0,27,0
2020-02-02,China,Jiangsu,,34,0,236,0
2020-02-02,China,Jiangxi,,47,0,333,0
2020-02-02,China,Jilin,,6,0,23,0
2020-02-02,China,Liaoning,,6,0,70,0
2020-02-02,China,Ningxia,,2,0,28,0
2020-02-02,China,Qinghai,,2,0,11,0
2020-02-02,China,Shaanxi,,15,0,116,0
2020-02-02,China,Shandong,,24,0,230,0
2020-02-02,China,Shanghai,,13,0,182,1
2020-02-02,China,Shanxi,,19,0,66,0
2020-02-02,China,Sichuan,,24,0,231,1
2020-02-02,China,Tianjin,,7,0,48,0
2020-02-02,China,Unknown,,0,0,0,0
2020-02-02,China,Xinjiang,,3,0,21,0
2020-02-02,China,Yunnan,,12,0,105,0
2020-02-02,China,Zhejiang,,62,0,661,0
2020-02-02,Germany,,,2,0,10,0
2020-02-02,New Zealand,Cook Islands,,0,0,0,0
2020-02-02,South Korea,,,3,0,15,0
