tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-15,China,Anhui,,16,0,950,6
2020-02-15,China,Beijing,,3,1,375,4
2020-02-15,China,Chongqing,,7,0,544,5
2020-02-15,China,Fujian,,4,0,285,0
2020-02-15,China,Gansu,,0,0,90,2
2020-02-15,China,Guangdong,,33,0,1294,2
2020-02-15,China,Guangxi,,9,0,235,2
2020-02-15,China,Guizhou,,3,0,143,1
2020-02-15,China,Hainan,,3,0,162,4
2020-02-15,China,Hebei,,8,0,291,3
2020-02-15,China,Heilongjiang,,6,0,425,11
2020-02-15,China,Henan,,28,2,1212,13
2020-02-15,China,Hubei,,1843,139,56249,1596
2020-02-15,China,Hunan,,13,0,1001,2
2020-02-15,China,Inner Mongolia,,3,0,68,0
2020-02-15,China,Jiangsu,,11,0,604,0
2020-02-15,China,Jiangxi,,13,0,913,1
2020-02-15,China,Jilin,,2,0,88,1
2020-02-15,China,Liaoning,,0,0,119,1
2020-02-15,China,Ningxia,,3,0,70,0
2020-02-15,China,Qinghai,,0,0,18,0
2020-02-15,China,Shaanxi,,2,0,232,0
2020-02-15,China,Shandong,,9,0,532,2
2020-02-15,China,Shanghai,,8,0,326,1
2020-02-15,China,Shanxi,,1,0,128,0
2020-02-15,China,Sichuan,,7,0,470,1
2020-02-15,China,Tianjin,,2,0,122,3
2020-02-15,China,Unknown,,0,0,0,0
2020-02-15,China,Xinjiang,,5,0,70,1
2020-02-15,China,Yunnan,,6,0,168,0
2020-02-15,China,Zhejiang,,7,0,1162,0
2020-02-15,France,,,1,1,12,1
2020-02-15,Japan,,,14,0,43,1
2020-02-15,New Zealand,Cook Islands,,0,0,0,0
2020-02-15,South Korea,,,0,0,28,0
2020-02-15,Spain,,,0,0,2,0
2020-02-15,Taiwan,Taiwan,,0,0,18,0
