tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-18,China,Anhui,,9,0,982,6
2020-02-18,China,Beijing,,6,0,387,4
2020-02-18,China,Chongqing,,2,0,555,5
2020-02-18,China,Fujian,,2,0,292,0
2020-02-18,China,Gansu,,0,0,91,2
2020-02-18,China,Guangdong,,6,0,1328,4
2020-02-18,China,Guangxi,,4,0,242,2
2020-02-18,China,Guizhou,,0,1,146,2
2020-02-18,China,Hainan,,0,0,163,4
2020-02-18,China,Hebei,,5,1,306,4
2020-02-18,China,Heilongjiang,,7,0,464,11
2020-02-18,China,Henan,,11,3,1257,19
2020-02-18,China,Hubei,,1693,132,61682,1921
2020-02-18,China,Hunan,,1,1,1007,4
2020-02-18,China,Inner Mongolia,,1,0,73,0
2020-02-18,China,Jiangsu,,3,0,629,0
2020-02-18,China,Jiangxi,,3,0,933,1
2020-02-18,China,Jilin,,0,0,89,1
2020-02-18,China,Liaoning,,0,0,121,1
2020-02-18,China,Ningxia,,0,0,70,0
2020-02-18,China,Qinghai,,0,0,18,0
2020-02-18,China,Shaanxi,,0,0,240,0
2020-02-18,China,Shandong,,2,1,543,3
2020-02-18,China,Shanghai,,0,0,333,1
2020-02-18,China,Shanxi,,1,0,131,0
2020-02-18,China,Sichuan,,13,0,508,3
2020-02-18,China,Tianjin,,3,0,128,3
2020-02-18,China,Unknown,,0,0,0,0
2020-02-18,China,Xinjiang,,1,0,76,1
2020-02-18,China,Yunnan,,1,0,172,0
2020-02-18,China,Zhejiang,,1,0,1172,0
2020-02-18,Germany,,,0,0,16,0
2020-02-18,Japan,,,8,0,74,1
2020-02-18,New Zealand,Cook Islands,,0,0,0,0
2020-02-18,South Korea,,,1,0,31,0
