tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-04,Australia,Queensland,,1,0,3,0
2020-02-04,Belgium,,,0,0,1,0
2020-02-04,Canada,London ON,,0,0,1,0
2020-02-04,Canada,Toronto ON,,0,0,2,0
2020-02-04,China,Anhui,,72,0,480,0
2020-02-04,China,Beijing,,16,0,228,1
2020-02-04,China,Chongqing,,29,0,366,2
2020-02-04,China,Fujian,,15,0,194,0
2020-02-04,China,Gansu,,2,0,57,0
2020-02-04,China,Guangdong,,88,0,813,0
2020-02-04,China,Guangxi,,12,0,139,0
2020-02-04,China,Guizhou,,12,0,58,0
2020-02-04,China,Hainan,,8,0,80,1
2020-02-04,China,Hebei,,13,0,126,1
2020-02-04,China,Heilongjiang,,34,0,155,2
2020-02-04,China,Henan,,109,0,675,2
2020-02-04,China,Hubei,,3156,65,16678,479
2020-02-04,China,Hunan,,72,0,593,0
2020-02-04,China,Inner Mongolia,,1,0,35,0
2020-02-04,China,Jiangsu,,37,0,308,0
2020-02-04,China,Jiangxi,,85,0,476,0
2020-02-04,China,Jilin,,11,0,42,0
2020-02-04,China,Liaoning,,7,0,81,0
2020-02-04,China,Ningxia,,3,0,34,0
2020-02-04,China,Qinghai,,2,0,15,0
2020-02-04,China,Shaanxi,,14,0,142,0
2020-02-04,China,Shandong,,16,0,275,0
2020-02-04,China,Shanghai,,16,0,219,1
2020-02-04,China,Shanxi,,7,0,81,0
2020-02-04,China,Sichuan,,28,0,282,1
2020-02-04,China,Tianjin,,7,0,67,0
2020-02-04,China,Unknown,,0,0,0,0
2020-02-04,China,Xinjiang,,5,0,29,0
2020-02-04,China,Yunnan,,5,0,122,0
2020-02-04,China,Zhejiang,,105,0,829,0
2020-02-04,Japan,,,2,0,22,0
2020-02-04,New Zealand,Cook Islands,,0,0,0,0
2020-02-04,South Korea,,,1,0,16,0
2020-02-04,Taiwan,Taiwan,,1,0,11,0
