tDate,Country,Province,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-22,United States,Alabama,0,0,0,0
2020-03-22,United States,Alabama,0,0,0,0
2020-03-22,United States,Alabama,0,0,1,0
2020-03-22,United States,Alabama,0,0,21,0
2020-03-22,United States,Alabama,0,0,4,0
2020-03-22,United States,Alabama,0,0,0,0
2020-03-22,United States,Alabama,0,0,1,0
2020-03-22,United States,Alabama,0,0,0,0
2020-03-22,United States,Alabama,0,0,9,0
2020-03-22,United States,Alabama,0,0,1,0
2020-03-22,United States,Alabama,0,0,1,0
2020-03-22,United States,Alabama,0,0,0,0
2020-03-22,United States,Alabama,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,5,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,7,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,6,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,1,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,1,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,Alaska,0,0,0,0
2020-03-22,United States,American Samoa,0,0,0,0
2020-03-22,United States,Arizona,0,0,3,0
2020-03-22,United States,Arizona,0,0,1,0
2020-03-22,United States,Arizona,0,0,14,0
2020-03-22,United States,Arizona,0,0,0,0
2020-03-22,United States,Arizona,0,0,2,0
2020-03-22,United States,Arizona,0,0,0,0
2020-03-22,United States,Arizona,0,0,0,0
2020-03-22,United States,Arizona,0,0,81,2
2020-03-22,United States,Arizona,0,0,0,0
2020-03-22,United States,Arizona,0,0,13,0
2020-03-22,United States,Arizona,0,0,17,0
2020-03-22,United States,Arizona,0,0,16,0
2020-03-22,United States,Arizona,0,0,1,0
2020-03-22,United States,Arizona,0,0,3,0
2020-03-22,United States,Arizona,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,3,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,2,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,3,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,9,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,4,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,121,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,2,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,Arkansas,0,0,1,0
2020-03-22,United States,Arkansas,0,0,0,0
2020-03-22,United States,California,0,0,71,1
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,2,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,61,1
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,6,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,2,0
2020-03-22,United States,California,0,0,6,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,5,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,407,5
2020-03-22,United States,California,0,0,3,0
2020-03-22,United States,California,0,0,38,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,11,1
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,95,0
2020-03-22,United States,California,0,0,12,1
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,29,6
2020-03-22,United States,California,0,0,53,3
2020-03-22,United States,California,0,0,5,1
2020-03-22,United States,California,0,0,17,0
2020-03-22,United States,California,0,0,155,0
2020-03-22,United States,California,0,0,108,0
2020-03-22,United States,California,0,0,31,2
2020-03-22,United States,California,0,0,27,0
2020-03-22,United States,California,0,0,117,1
2020-03-22,United States,California,0,0,13,0
2020-03-22,United States,California,0,0,263,13
2020-03-22,United States,California,0,0,15,0
2020-03-22,United States,California,0,0,1,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,2,0
2020-03-22,United States,California,0,0,13,0
2020-03-22,United States,California,0,0,22,1
2020-03-22,United States,California,0,0,5,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,12,0
2020-03-22,United States,California,0,0,0,0
2020-03-22,United States,California,0,0,25,0
2020-03-22,United States,California,0,0,6,0
2020-03-22,United States,California,0,0,2,0
2020-03-22,United States,Colorado,0,0,18,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,45,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,37,0
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Colorado,0,0,3,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,3,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,1,1
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,125,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,33,0
2020-03-22,United States,Colorado,0,0,80,1
2020-03-22,United States,Colorado,0,0,51,3
2020-03-22,United States,Colorado,0,0,3,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,8,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,2,0
2020-03-22,United States,Colorado,0,0,22,0
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,51,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,32,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,2,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Colorado,0,0,2,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,16,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,3,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,3,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,7,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Colorado,0,0,0,0
2020-03-22,United States,Colorado,0,0,37,1
2020-03-22,United States,Colorado,0,0,1,0
2020-03-22,United States,Connecticut,0,0,208,5
2020-03-22,United States,Connecticut,0,0,54,1
2020-03-22,United States,Connecticut,0,0,12,0
2020-03-22,United States,Connecticut,0,0,6,0
2020-03-22,United States,Connecticut,0,0,29,0
2020-03-22,United States,Connecticut,0,0,3,0
2020-03-22,United States,Connecticut,0,0,14,2
2020-03-22,United States,Connecticut,0,0,1,0
2020-03-22,United States,Delaware,0,0,5,0
2020-03-22,United States,Delaware,0,0,39,0
2020-03-22,United States,Delaware,0,0,12,0
2020-03-22,United States,Diamond Princess,0,0,49,0
2020-03-22,United States,District of Columbia,0,0,102,2
2020-03-22,United States,Florida,0,0,35,0
2020-03-22,United States,Florida,0,0,2,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,7,0
2020-03-22,United States,Florida,0,0,217,3
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,2,0
2020-03-22,United States,Florida,0,0,8,0
2020-03-22,United States,Florida,0,0,7,1
2020-03-22,United States,Florida,0,0,33,0
2020-03-22,United States,Florida,0,0,2,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,39,1
2020-03-22,United States,Florida,0,0,4,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,5,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,58,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,8,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,6,0
2020-03-22,United States,Florida,0,0,26,2
2020-03-22,United States,Florida,0,0,5,1
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,13,1
2020-03-22,United States,Florida,0,0,3,0
2020-03-22,United States,Florida,0,0,2,0
2020-03-22,United States,Florida,0,0,227,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,14,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,33,2
2020-03-22,United States,Florida,0,0,24,0
2020-03-22,United States,Florida,0,0,72,0
2020-03-22,United States,Florida,0,0,11,1
2020-03-22,United States,Florida,0,0,38,0
2020-03-22,United States,Florida,0,0,11,0
2020-03-22,United States,Florida,0,0,2,0
2020-03-22,United States,Florida,0,0,4,1
2020-03-22,United States,Florida,0,0,15,0
2020-03-22,United States,Florida,0,0,19,0
2020-03-22,United States,Florida,0,0,16,0
2020-03-22,United States,Florida,0,0,3,0
2020-03-22,United States,Florida,0,0,5,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,1,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,14,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Florida,0,0,4,0
2020-03-22,United States,Florida,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,2,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,56,1
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,16,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,4,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,18,0
2020-03-22,United States,Georgia,0,0,9,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,13,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,67,2
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,3,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,8,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,53,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,52,6
2020-03-22,United States,Georgia,0,0,4,0
2020-03-22,United States,Georgia,0,0,2,1
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,2,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,9,1
2020-03-22,United States,Georgia,0,0,9,1
2020-03-22,United States,Georgia,0,0,4,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,111,2
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,3,0
2020-03-22,United States,Georgia,0,0,4,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,27,1
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,9,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,7,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,3,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,2,0
2020-03-22,United States,Georgia,0,0,16,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,8,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,2,0
2020-03-22,United States,Georgia,0,0,4,0
2020-03-22,United States,Georgia,0,0,1,0
2020-03-22,United States,Georgia,0,0,0,0
2020-03-22,United States,Georgia,0,0,4,0
2020-03-22,United States,Georgia,0,0,3,0
2020-03-22,United States,Georgia,0,0,2,0
2020-03-22,United States,Georgia,0,0,0,0
