tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-06,Australia,New South Wales,,0,0,4,0
2020-02-06,Australia,Queensland,,1,0,4,0
2020-02-06,China,Anhui,,61,0,591,0
2020-02-06,China,Beijing,,21,0,274,1
2020-02-06,China,Chongqing,,22,0,411,2
2020-02-06,China,Fujian,,10,0,215,0
2020-02-06,China,Guangdong,,75,0,970,0
2020-02-06,China,Guangxi,,18,0,168,0
2020-02-06,China,Guizhou,,7,0,71,1
2020-02-06,China,Hainan,,7,0,106,1
2020-02-06,China,Hebei,,22,0,157,1
2020-02-06,China,Heilongjiang,,37,1,227,3
2020-02-06,China,Henan,,87,0,851,2
2020-02-06,China,Hubei,,2447,69,22112,618
2020-02-06,China,Hunan,,50,0,711,0
2020-02-06,China,Inner Mongolia,,4,0,46,0
2020-02-06,China,Jiangsu,,32,0,373,0
2020-02-06,China,Jiangxi,,52,0,600,0
2020-02-06,China,Jilin,,5,0,59,0
2020-02-06,China,Liaoning,,5,0,94,0
2020-02-06,China,Ningxia,,6,0,40,0
2020-02-06,China,Qinghai,,1,0,18,0
2020-02-06,China,Shaanxi,,8,0,173,0
2020-02-06,China,Shandong,,40,0,347,0
2020-02-06,China,Shanghai,,14,0,257,1
2020-02-06,China,Shanxi,,15,0,96,0
2020-02-06,China,Sichuan,,20,0,321,1
2020-02-06,China,Tianjin,,10,0,79,1
2020-02-06,China,Unknown,,0,0,0,0
2020-02-06,China,Xinjiang,,4,0,36,0
2020-02-06,China,Yunnan,,5,0,133,0
2020-02-06,China,Zhejiang,,59,0,954,0
2020-02-06,Japan,,,23,0,45,0
2020-02-06,New Zealand,Cook Islands,,0,0,0,0
2020-02-06,South Korea,,,4,0,23,0
2020-02-06,Taiwan,Taiwan,,5,0,16,0
