tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-24,Canada,Montreal QC,,0,0,1,0
2020-02-24,Canada,Toronto ON,,1,0,3,0
2020-02-24,China,Anhui,,0,0,989,6
2020-02-24,China,Beijing,,0,0,399,4
2020-02-24,China,Chongqing,,1,0,576,6
2020-02-24,China,Fujian,,0,0,293,1
2020-02-24,China,Gansu,,0,0,91,2
2020-02-24,China,Guangdong,,3,0,1345,6
2020-02-24,China,Guangxi,,2,0,251,2
2020-02-24,China,Hainan,,0,0,168,5
2020-02-24,China,Hebei,,0,0,311,6
2020-02-24,China,Heilongjiang,,0,0,480,12
2020-02-24,China,Henan,,0,0,1271,19
2020-02-24,China,Hubei,,203,149,64287,2495
2020-02-24,China,Hunan,,0,0,1016,4
2020-02-24,China,Inner Mongolia,,0,0,75,0
2020-02-24,China,Jiangsu,,0,0,631,0
2020-02-24,China,Jiangxi,,0,0,934,1
2020-02-24,China,Jilin,,2,0,93,1
2020-02-24,China,Liaoning,,0,0,121,1
2020-02-24,China,Ningxia,,0,0,71,0
2020-02-24,China,Shaanxi,,0,0,245,1
2020-02-24,China,Shandong,,1,1,755,5
2020-02-24,China,Shanghai,,0,0,335,3
2020-02-24,China,Shanxi,,1,0,133,0
2020-02-24,China,Sichuan,,1,0,527,3
2020-02-24,China,Tianjin,,0,0,135,3
2020-02-24,China,Unknown,,0,0,0,0
2020-02-24,China,Xinjiang,,0,0,76,2
2020-02-24,China,Yunnan,,0,0,174,2
2020-02-24,China,Zhejiang,,0,0,1205,1
2020-02-24,Italy,,,74,4,229,7
2020-02-24,Japan,,,12,0,159,1
2020-02-24,New Zealand,Cook Islands,,0,0,0,0
2020-02-24,South Korea,,,231,2,833,8
2020-02-24,Taiwan,Taiwan,,2,0,30,1
2020-02-24,United States,Lackland TX (From Diamond Princess),,-2,0,0,0
2020-02-24,United States,Omaha NE (From Diamond Princess),,-11,0,0,0
2020-02-24,United States,Travis CA (From Diamond Princess),,-5,0,0,0
2020-02-24,United States,Unassigned Location (From Diamond Princess),,0,0,36,0
