tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-02-17,Australia,South Australia,,0,0,2,0
2020-02-17,Belgium,,,0,0,1,0
2020-02-17,Canada,British Columbia,,0,0,5,0
2020-02-17,China,Anhui,,11,0,973,6
2020-02-17,China,Beijing,,1,0,381,4
2020-02-17,China,Chongqing,,2,0,553,5
2020-02-17,China,Fujian,,3,0,290,0
2020-02-17,China,Gansu,,1,0,91,2
2020-02-17,China,Guangdong,,6,2,1322,4
2020-02-17,China,Guangxi,,1,0,238,2
2020-02-17,China,Guizhou,,2,0,146,1
2020-02-17,China,Hainan,,1,0,163,4
2020-02-17,China,Hebei,,1,0,301,3
2020-02-17,China,Heilongjiang,,12,0,457,11
2020-02-17,China,Henan,,15,3,1246,16
2020-02-17,China,Hubei,,1807,93,59989,1789
2020-02-17,China,Hunan,,2,0,1006,3
2020-02-17,China,Inner Mongolia,,2,0,72,0
2020-02-17,China,Jiangsu,,9,0,626,0
2020-02-17,China,Jiangxi,,5,0,930,1
2020-02-17,China,Jilin,,0,0,89,1
2020-02-17,China,Liaoning,,0,0,121,1
2020-02-17,China,Ningxia,,0,0,70,0
2020-02-17,China,Shaanxi,,4,0,240,0
2020-02-17,China,Shandong,,4,0,541,2
2020-02-17,China,Shanghai,,5,0,333,1
2020-02-17,China,Shanxi,,1,0,130,0
2020-02-17,China,Sichuan,,14,0,495,3
2020-02-17,China,Tianjin,,1,0,125,3
2020-02-17,China,Unknown,,0,0,0,0
2020-02-17,China,Xinjiang,,4,0,75,1
2020-02-17,China,Yunnan,,0,0,171,0
2020-02-17,China,Zhejiang,,4,0,1171,0
2020-02-17,Japan,,,7,0,66,1
2020-02-17,New Zealand,Cook Islands,,0,0,0,0
2020-02-17,South Korea,,,1,0,30,0
2020-02-17,Taiwan,Taiwan,,2,0,22,1
