tDate,Country,Province1,Province2,Confirmed,Deaths,AccConfirmed,AccDeaths
2020-03-13,Canada,Quebec,,22,0,55,0
2020-03-13,China,Beijing,,1,0,436,8
2020-03-13,China,Chongqing,,0,0,576,6
2020-03-13,China,Gansu,,127,2,127,2
2020-03-13,China,Guangdong,,0,0,1356,8
2020-03-13,China,Guangxi,,0,0,252,2
2020-03-13,China,Guizhou,,0,0,146,2
2020-03-13,China,Hebei,,0,0,318,6
2020-03-13,China,Heilongjiang,,0,0,482,13
2020-03-13,China,Hong Kong,,5,1,134,4
2020-03-13,China,Hubei,,5,6,67786,3062
2020-03-13,China,Hunan,,0,0,1018,4
2020-03-13,China,Jiangsu,,0,0,631,0
2020-03-13,China,Jilin,,0,0,93,1
2020-03-13,China,Shandong,,0,1,760,7
2020-03-13,China,Shanghai,,2,0,346,3
2020-03-13,China,Shanxi,,0,0,133,0
2020-03-13,China,Sichuan,,0,0,539,3
2020-03-13,China,Unknown,,0,0,0,0
2020-03-13,New Zealand,Cook Islands,,0,0,0,0
2020-03-13,Turkey,,,0,0,5,0
2020-03-13,United States,Alaska,,0,0,1,0
2020-03-13,United States,Iowa,,1,0,17,0
2020-03-13,United States,Kentucky,,4,0,14,0
